GROUP,PACKAGE,CLASS,INSTRUCTION_MISSED,INSTRUCTION_COVERED,BRANCH_MISSED,BRANCH_COVERED,LINE_MISSED,LINE_COVERED,COMPLEXITY_MISSED,COMPLEXITY_COVERED,METHOD_MISSED,METHOD_COVERED
Apache Commons Lang,org.apache.commons.lang3.concurrent,BackgroundInitializer.Builder,21,0,0,0,5,0,3,0,3,0
Apache Commons Lang,org.apache.commons.lang3.concurrent,AbstractCircuitBreaker.State.new AbstractCircuitBreaker.State() {...},0,8,0,0,0,2,0,2,0,2
Apache Commons Lang,org.apache.commons.lang3.concurrent,AbstractCircuitBreaker.State.new AbstractCircuitBreaker.State() {...},0,8,0,0,0,2,0,2,0,2
Apache Commons Lang,org.apache.commons.lang3.concurrent,LazyInitializer,0,63,1,5,0,17,1,9,0,7
Apache Commons Lang,org.apache.commons.lang3.concurrent,FutureTasks,0,9,0,0,0,3,0,1,0,1
Apache Commons Lang,org.apache.commons.lang3.concurrent,ThresholdCircuitBreaker,0,52,0,6,0,15,0,8,0,5
Apache Commons Lang,org.apache.commons.lang3.concurrent,EventCountCircuitBreaker,1,218,2,10,0,49,2,24,0,20
Apache Commons Lang,org.apache.commons.lang3.concurrent,CircuitBreakingException,0,16,0,0,0,8,0,4,0,4
Apache Commons Lang,org.apache.commons.lang3.concurrent,UncheckedFutureImpl,5,37,0,0,1,13,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.concurrent,EventCountCircuitBreaker.StateStrategyOpen,0,22,0,4,0,5,0,5,0,3
Apache Commons Lang,org.apache.commons.lang3.concurrent,ConcurrentUtils,0,138,0,24,0,36,0,23,0,11
Apache Commons Lang,org.apache.commons.lang3.concurrent,LazyInitializer.Builder,0,12,0,0,0,3,0,2,0,2
Apache Commons Lang,org.apache.commons.lang3.concurrent,UncheckedTimeoutException,0,4,0,0,0,2,0,1,0,1
Apache Commons Lang,org.apache.commons.lang3.concurrent,AbstractFutureProxy,22,13,0,0,5,4,5,2,5,2
Apache Commons Lang,org.apache.commons.lang3.concurrent,ConstantInitializer,0,53,0,4,0,14,0,9,0,7
Apache Commons Lang,org.apache.commons.lang3.concurrent,AtomicInitializer.Builder,0,12,0,0,0,3,0,2,0,2
Apache Commons Lang,org.apache.commons.lang3.concurrent,AbstractConcurrentInitializer.AbstractBuilder,2,35,2,2,0,10,2,5,0,5
Apache Commons Lang,org.apache.commons.lang3.concurrent,MultiBackgroundInitializer.MultiBackgroundInitializerResults,0,75,0,2,0,18,0,9,0,8
Apache Commons Lang,org.apache.commons.lang3.concurrent,UncheckedFuture,0,16,0,0,0,3,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.concurrent,EventCountCircuitBreaker.CheckIntervalData,0,29,0,2,0,8,0,5,0,4
Apache Commons Lang,org.apache.commons.lang3.concurrent,BackgroundInitializer,19,122,0,14,8,36,2,21,2,14
Apache Commons Lang,org.apache.commons.lang3.concurrent,AtomicInitializer,4,67,1,5,1,15,1,10,0,8
Apache Commons Lang,org.apache.commons.lang3.concurrent,UncheckedExecutionException,0,4,0,0,0,2,0,1,0,1
Apache Commons Lang,org.apache.commons.lang3.concurrent,ConcurrentException,0,14,0,0,0,6,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.concurrent,EventCountCircuitBreaker.StateStrategy,0,13,0,2,0,1,0,2,0,1
Apache Commons Lang,org.apache.commons.lang3.concurrent,MultiBackgroundInitializer,0,177,0,14,0,49,0,16,0,9
Apache Commons Lang,org.apache.commons.lang3.concurrent,AbstractCircuitBreaker,0,73,0,8,0,18,0,13,0,9
Apache Commons Lang,org.apache.commons.lang3.concurrent,ConcurrentRuntimeException,0,14,0,0,0,6,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.concurrent,AtomicSafeInitializer,0,79,0,6,0,15,0,11,0,8
Apache Commons Lang,org.apache.commons.lang3.concurrent,AbstractConcurrentInitializer,0,59,0,4,0,19,0,6,0,4
Apache Commons Lang,org.apache.commons.lang3.concurrent,AbstractCircuitBreaker.State,0,15,0,0,0,3,0,1,0,1
Apache Commons Lang,org.apache.commons.lang3.concurrent,BasicThreadFactory,0,105,0,10,0,27,0,14,0,9
Apache Commons Lang,org.apache.commons.lang3.concurrent,Memoizer,14,86,0,2,5,19,0,11,0,10
Apache Commons Lang,org.apache.commons.lang3.mutable,MutableFloat,0,218,0,4,0,60,0,34,0,32
Apache Commons Lang,org.apache.commons.lang3.mutable,MutableInt,0,209,0,4,0,59,0,32,0,30
Apache Commons Lang,org.apache.commons.lang3.mutable,MutableShort,0,226,0,4,0,60,0,33,0,31
Apache Commons Lang,org.apache.commons.lang3.mutable,MutableDouble,0,226,0,4,0,61,0,34,0,32
Apache Commons Lang,org.apache.commons.lang3.mutable,MutableByte,0,226,0,4,0,60,0,33,0,31
Apache Commons Lang,org.apache.commons.lang3.mutable,MutableBoolean,0,88,0,8,0,27,0,20,0,16
Apache Commons Lang,org.apache.commons.lang3.mutable,MutableLong,0,216,0,4,0,59,0,32,0,30
Apache Commons Lang,org.apache.commons.lang3.mutable,MutableObject,2,47,1,5,1,17,1,9,0,7
Apache Commons Lang,org.apache.commons.lang3.builder,ReflectionDiffBuilder.Builder,0,26,0,0,0,8,0,4,0,4
Apache Commons Lang,org.apache.commons.lang3.builder,AbstractSupplier,0,5,0,0,0,3,0,2,0,2
Apache Commons Lang,org.apache.commons.lang3.builder,ReflectionDiffBuilder,15,155,1,19,2,34,1,21,0,12
Apache Commons Lang,org.apache.commons.lang3.builder,DiffBuilder.SDiff,0,23,0,0,0,6,0,3,0,3
Apache Commons Lang,org.apache.commons.lang3.builder,CompareToBuilder,49,945,29,187,20,235,31,108,2,29
Apache Commons Lang,org.apache.commons.lang3.builder,RecursiveToStringStyle,0,47,1,5,0,13,1,6,0,4
Apache Commons Lang,org.apache.commons.lang3.builder,ToStringStyle.JsonToStringStyle,57,446,17,65,13,119,18,43,1,19
Apache Commons Lang,org.apache.commons.lang3.builder,Reflection,9,7,0,0,3,1,1,1,1,1
Apache Commons Lang,org.apache.commons.lang3.builder,ToStringStyle.ShortPrefixToStringStyle,2,9,0,0,1,4,1,1,1,1
Apache Commons Lang,org.apache.commons.lang3.builder,DiffResult,0,114,0,2,0,23,0,11,0,10
Apache Commons Lang,org.apache.commons.lang3.builder,ToStringStyle.DefaultToStringStyle,2,3,0,0,1,2,1,1,1,1
Apache Commons Lang,org.apache.commons.lang3.builder,ToStringStyle.NoFieldNameToStringStyle,2,6,0,0,1,3,1,1,1,1
Apache Commons Lang,org.apache.commons.lang3.builder,DiffBuilder.Builder,7,50,2,2,2,13,3,6,1,6
Apache Commons Lang,org.apache.commons.lang3.builder,ToStringStyle.SimpleToStringStyle,2,18,0,0,1,7,1,1,1,1
Apache Commons Lang,org.apache.commons.lang3.builder,ReflectionToStringBuilder,30,389,1,51,6,96,5,57,4,32
Apache Commons Lang,org.apache.commons.lang3.builder,HashCodeBuilder,25,734,3,91,4,139,6,79,3,35
Apache Commons Lang,org.apache.commons.lang3.builder,ToStringStyle,60,1589,15,181,10,453,16,196,1,113
Apache Commons Lang,org.apache.commons.lang3.builder,StandardToStringStyle,29,114,0,0,13,49,8,33,8,33
Apache Commons Lang,org.apache.commons.lang3.builder,ToStringBuilder,0,585,0,10,0,130,0,69,0,64
Apache Commons Lang,org.apache.commons.lang3.builder,MultilineRecursiveToStringStyle,0,370,1,5,0,81,1,16,0,14
Apache Commons Lang,org.apache.commons.lang3.builder,EqualsBuilder,0,1088,12,236,0,277,12,155,0,43
Apache Commons Lang,org.apache.commons.lang3.builder,Diff,0,67,0,0,0,12,0,6,0,6
Apache Commons Lang,org.apache.commons.lang3.builder,ToStringStyle.MultiLineToStringStyle,2,29,0,0,1,6,1,1,1,1
Apache Commons Lang,org.apache.commons.lang3.builder,ToStringStyle.NoClassNameToStringStyle,2,9,0,0,1,4,1,1,1,1
Apache Commons Lang,org.apache.commons.lang3.builder,DiffBuilder,0,664,0,102,0,64,0,115,0,64
Apache Commons Lang,org.apache.commons.lang3.builder,IDKey,1,36,1,5,0,11,1,5,0,3
Apache Commons Lang,org.apache.commons.lang3.concurrent.locks,LockingVisitors.StampedLockVisitor,0,15,0,0,0,2,0,1,0,1
Apache Commons Lang,org.apache.commons.lang3.concurrent.locks,LockingVisitors.LockVisitor,14,85,0,2,6,22,2,8,2,7
Apache Commons Lang,org.apache.commons.lang3.concurrent.locks,LockingVisitors,3,20,0,0,2,3,1,3,1,3
Apache Commons Lang,org.apache.commons.lang3.concurrent.locks,LockingVisitors.ReadWriteLockVisitor,0,15,0,0,0,2,0,1,0,1
